ID_zamowienia,Data_zakupu,ID_klienta,Kategoria,Produkt,Cena_jednostkowa,Ilosc,Kwota_zamowienia,Metoda_platnosci,Wojewodztwo
2590,2024-10-14,3202,Elektronika,Smartfon,4791.27,1,4791.27,BLIK,Opolskie
2591,2025-01-14,1214,Sport,Rolki,4258.44,4,17033.76,BLIK,Łódzkie
2592,2023-02-26,1938,Moda,Czapka,2301.25,3,6903.75,BLIK,Śląskie
2593,2025-06-25,1248,AGD,Kuchenka,4967.06,3,14901.18,BLIK,Pomorskie
2594,2025-06-17,3995,Moda,Buty,3258.82,2,6517.64,Karta,Świętokrzyskie
2595,2023-09-21,3458,AGD,Kuchenka,2196.65,2,4393.3,BLIK,Lubelskie
2596,2023-02-25,4656,Moda,Czapka,1057.47,3,3172.41,Przelew,Śląskie
2597,2024-09-03,1209,Elektronika,Laptop,3377.67,3,10133.01,PayPal,Lubelskie
2598,2023-07-30,1626,Elektronika,Laptop,359.96,2,719.92,Przelew,Śląskie
2599,2024-01-07,2623,Elektronika,Tablet,4603.95,4,18415.8,BLIK,Małopolskie
2600,2023-11-17,4280,Elektronika,Słuchawki,3825.82,2,7651.64,Przelew,Mazowieckie
2601,2024-07-12,3002,Moda,Spodnie,4041.63,4,16166.52,Karta,Pomorskie
2602,2024-07-31,2800,Książki,Komiks,1277.72,1,1277.72,BLIK,Lubelskie
2603,2025-06-03,2873,AGD,Zmywarka,1636.9,3,4910.7,Karta,Śląskie
2604,2025-04-27,4107,Książki,Powieść,1712.68,1,1712.68,BLIK,Warmińsko-Mazurskie
2605,2024-01-30,1653,Książki,Komiks,1324.64,1,1324.64,PayPal,Małopolskie
2606,2022-08-28,3176,AGD,Kuchenka,1460.63,2,2921.26,Przelew,Pomorskie
2607,2022-10-21,4758,Moda,Koszulka,4771.7,2,9543.4,PayPal,Łódzkie
2608,2023-04-19,2607,Elektronika,Laptop,401.57,4,1606.28,Przelew,Podlaskie
2609,2024-10-01,4092,AGD,Kuchenka,1757.99,2,3515.98,BLIK,Mazowieckie
2610,2023-07-02,2386,AGD,Lodówka,4617.26,2,9234.52,Karta,Śląskie
2611,2022-10-14,1521,Książki,Komiks,3165.59,1,3165.59,BLIK,Dolnośląskie
2612,2024-06-01,4901,Elektronika,Tablet,4182.0,3,12546.0,PayPal,Podlaskie
2613,2023-02-15,3692,Książki,Powieść,3085.23,1,3085.23,BLIK,Podlaskie
2614,2024-04-01,4520,Sport,Rower,3877.26,1,3877.26,Przelew,Pomorskie
2615,2023-03-19,4600,Elektronika,Laptop,4788.49,4,19153.96,Karta,Lubelskie
2616,2022-10-19,1998,Elektronika,Słuchawki,4617.95,3,13853.85,BLIK,Opolskie
2617,2023-10-14,2070,Elektronika,Monitor,88.03,3,264.09,BLIK,Lubelskie
2618,2024-10-04,3950,Moda,Spodnie,1896.56,1,1896.56,Przelew,Świętokrzyskie
2619,2024-08-22,4791,Sport,Rakieta tenisowa,3068.01,4,12272.04,BLIK,Pomorskie
2620,2024-02-03,1037,Sport,Piłka,1398.07,2,2796.14,Przelew,Dolnośląskie
2621,2023-09-20,3546,Elektronika,Laptop,934.14,4,3736.56,BLIK,Warmińsko-Mazurskie
2622,2023-12-01,3674,Elektronika,Monitor,4236.34,2,8472.68,Karta,Podlaskie
2623,2025-02-01,3076,Książki,Powieść,4119.02,1,4119.02,Przelew,Mazowieckie
2624,2024-02-11,2208,Sport,Piłka,2180.25,3,6540.75,BLIK,Lubelskie
2625,2024-09-23,3045,Elektronika,Smartfon,4827.69,4,19310.76,PayPal,Pomorskie
2626,2025-03-20,3727,Książki,Podręcznik,3403.95,4,13615.8,Karta,Zachodniopomorskie
2627,2024-04-11,2104,Książki,Podręcznik,3818.18,4,15272.72,Przelew,Łódzkie
2628,2023-09-08,2330,Książki,Powieść,2915.07,4,11660.28,PayPal,Mazowieckie
2629,2023-10-09,3120,Moda,Buty,2617.01,4,10468.04,BLIK,Zachodniopomorskie
2630,2023-07-22,4037,Moda,Spodnie,3418.75,1,3418.75,Karta,Lubelskie
2631,2023-07-01,3114,Elektronika,Laptop,519.43,4,2077.72,Karta,Warmińsko-Mazurskie
2632,2024-07-19,4005,Sport,Piłka,1299.89,1,1299.89,Karta,Lubuskie
2633,2025-02-07,3485,Książki,Powieść,895.53,1,895.53,Karta,Zachodniopomorskie
2634,2025-06-05,3341,AGD,Kuchenka,3033.61,2,6067.22,Karta,Mazowieckie
2635,2025-05-10,1015,Moda,Kurtka,532.11,4,2128.44,BLIK,Kujawsko-Pomorskie
2636,2023-11-07,3565,Elektronika,Monitor,4401.93,4,17607.72,Karta,Warmińsko-Mazurskie
2637,2022-09-27,4266,Elektronika,Tablet,4850.98,1,4850.98,Karta,Mazowieckie
2638,2024-06-02,2967,Książki,Podręcznik,58.88,1,58.88,BLIK,Świętokrzyskie
2639,2025-03-26,2524,Sport,Rolki,4951.38,1,4951.38,Przelew,Podlaskie
2640,2025-03-07,2600,AGD,Kuchenka,3888.62,4,15554.48,Karta,Podlaskie
2641,2023-08-04,2621,Moda,Spodnie,3248.9,2,6497.8,BLIK,Podlaskie
2642,2023-12-05,2130,Elektronika,Słuchawki,4804.49,3,14413.47,BLIK,Dolnośląskie
2643,2023-07-20,3415,Elektronika,Smartfon,3364.78,3,10094.34,Przelew,Małopolskie
2644,2023-07-17,4238,AGD,Kuchenka,3235.64,4,12942.56,PayPal,Podkarpackie
2645,2025-01-20,1098,Moda,Koszulka,1708.14,2,3416.28,Karta,Opolskie
2646,2025-07-31,1745,Moda,Spodnie,3131.17,4,12524.68,BLIK,Śląskie
2647,2025-05-25,4730,Moda,Koszulka,2490.69,3,7472.07,PayPal,Dolnośląskie
2648,2023-01-03,1430,Książki,Poradnik,2955.74,3,8867.22,Przelew,Lubelskie
2649,2023-07-03,1040,Sport,Rower,4446.16,4,17784.64,PayPal,Podkarpackie
2650,2025-04-19,1105,Książki,Podręcznik,105.42,2,210.84,Przelew,Lubelskie
2651,2023-09-10,3121,Książki,Podręcznik,2109.88,1,2109.88,Karta,Łódzkie
2652,2023-07-06,4585,Moda,Koszulka,4831.16,1,4831.16,BLIK,Dolnośląskie
2653,2025-02-26,2789,Sport,Hantle,580.78,2,1161.56,Karta,Zachodniopomorskie
2654,2022-12-02,2376,Elektronika,Monitor,660.36,2,1320.72,Przelew,Śląskie
2655,2023-02-19,1225,Sport,Piłka,957.97,3,2873.91,Przelew,Śląskie
2656,2024-07-22,2234,Książki,Powieść,1762.99,3,5288.97,Karta,Mazowieckie
2657,2023-11-23,1954,AGD,Lodówka,4063.93,4,16255.72,PayPal,Pomorskie
2658,2024-10-07,1138,Elektronika,Monitor,986.39,3,2959.17,Karta,Śląskie
2659,2025-04-03,1691,Elektronika,Laptop,4776.04,3,14328.12,BLIK,Śląskie
2660,2024-09-06,4293,Moda,Koszulka,2396.84,2,4793.68,Przelew,Kujawsko-Pomorskie
2661,2024-08-21,2735,Sport,Rolki,1645.83,1,1645.83,PayPal,Warmińsko-Mazurskie
2662,2024-09-06,1318,Moda,Koszulka,1790.14,1,1790.14,PayPal,Opolskie
2663,2023-05-24,3499,Książki,Podręcznik,1995.11,1,1995.11,Karta,Kujawsko-Pomorskie
2664,2023-05-26,1788,Moda,Kurtka,3579.14,1,3579.14,PayPal,Warmińsko-Mazurskie
2665,2024-08-22,4333,Moda,Spodnie,475.84,3,1427.52,BLIK,Dolnośląskie
2666,2023-10-26,3403,Elektronika,Monitor,3783.44,4,15133.76,PayPal,Dolnośląskie
2667,2022-08-27,2944,Elektronika,Laptop,4804.47,1,4804.47,BLIK,Lubuskie
2668,2023-12-17,4664,Elektronika,Słuchawki,2935.71,4,11742.84,Karta,Warmińsko-Mazurskie
2669,2023-05-08,1576,Moda,Czapka,2673.71,3,8021.13,Przelew,Małopolskie
2670,2022-10-01,3802,Moda,Kurtka,965.14,3,2895.42,BLIK,Pomorskie
2671,2025-04-15,3059,AGD,Odkurzacz,619.59,4,2478.36,Przelew,Warmińsko-Mazurskie
2672,2023-11-10,4153,Sport,Rolki,1974.15,4,7896.6,Karta,Śląskie
2673,2022-10-19,1657,AGD,Lodówka,2874.18,1,2874.18,Karta,Zachodniopomorskie
2674,2023-02-12,3071,Elektronika,Słuchawki,2183.41,1,2183.41,Karta,Opolskie
2675,2025-02-26,4798,Elektronika,Laptop,2304.67,1,2304.67,BLIK,Świętokrzyskie
2676,2022-09-01,4849,AGD,Lodówka,333.82,1,333.82,Karta,Warmińsko-Mazurskie
2677,2023-11-05,1701,Sport,Rolki,1671.82,2,3343.64,BLIK,Pomorskie
2678,2024-04-22,1780,Moda,Kurtka,3079.76,3,9239.28,Karta,Warmińsko-Mazurskie
2679,2023-10-24,3827,Elektronika,Laptop,2891.83,3,8675.49,Karta,Łódzkie
2680,2025-01-08,1421,Moda,Kurtka,4386.76,3,13160.28,BLIK,Lubuskie
2681,2024-08-30,1675,Książki,Komiks,1516.62,4,6066.48,BLIK,Mazowieckie
2682,2025-04-25,4716,Moda,Buty,4850.92,3,14552.76,Przelew,Dolnośląskie
2683,2023-09-16,2798,AGD,Lodówka,1103.98,3,3311.94,PayPal,Lubuskie
2684,2023-04-11,3844,Sport,Piłka,1076.56,1,1076.56,Przelew,Małopolskie
2685,2025-07-14,3344,Elektronika,Tablet,2739.31,1,2739.31,Przelew,Warmińsko-Mazurskie
2686,2023-12-27,1275,Moda,Spodnie,1114.36,4,4457.44,PayPal,Śląskie
2687,2024-05-06,2220,Moda,Buty,4203.24,1,4203.24,BLIK,Śląskie
2688,2022-12-31,3614,Sport,Rower,487.94,4,1951.76,PayPal,Małopolskie
2689,2024-09-05,2467,Elektronika,Monitor,3140.59,2,6281.18,Przelew,Lubuskie
2690,2025-08-17,2135,AGD,Odkurzacz,1568.83,4,6275.32,Karta,Warmińsko-Mazurskie
2691,2025-04-14,3941,Moda,Buty,4783.61,1,4783.61,Przelew,Podlaskie
2692,2024-11-24,1702,AGD,Zmywarka,805.29,1,805.29,Przelew,Opolskie
2693,2024-10-17,3051,Książki,Komiks,4364.62,3,13093.86,Karta,Lubelskie
2694,2023-05-09,2004,Książki,Poradnik,4483.21,4,17932.84,BLIK,Lubuskie
2695,2024-02-11,3732,Książki,Powieść,975.6,1,975.6,BLIK,Opolskie
2696,2024-08-24,3919,Książki,Album,2909.28,1,2909.28,Przelew,Zachodniopomorskie
2697,2025-05-21,2156,Sport,Rolki,4448.35,3,13345.05,BLIK,Lubelskie
2698,2023-02-05,4268,Sport,Rower,522.43,1,522.43,Karta,Zachodniopomorskie
2699,2023-12-16,2918,Sport,Rolki,689.6,3,2068.8,Karta,Podkarpackie
2700,2022-10-22,4452,Moda,Spodnie,3421.16,1,3421.16,Przelew,Opolskie
2701,2024-01-18,1832,AGD,Lodówka,1924.86,3,5774.58,Przelew,Śląskie
2702,2024-04-05,4012,Sport,Rolki,4501.4,2,9002.8,Karta,Warmińsko-Mazurskie
2703,2023-03-20,4655,Elektronika,Tablet,4060.81,4,16243.24,Przelew,Warmińsko-Mazurskie
2704,2022-12-19,2178,Książki,Powieść,1859.22,1,1859.22,PayPal,Śląskie
2705,2023-11-28,3184,Moda,Czapka,818.52,4,3274.08,Przelew,Lubuskie
2706,2024-01-11,4975,Sport,Hantle,378.01,1,378.01,BLIK,Dolnośląskie
2707,2022-10-06,1690,AGD,Zmywarka,3589.85,4,14359.4,BLIK,Warmińsko-Mazurskie
2708,2023-09-16,2080,Książki,Komiks,3135.27,2,6270.54,Przelew,Lubelskie
2709,2024-07-30,2026,Sport,Piłka,1401.33,4,5605.32,BLIK,Podkarpackie
2710,2025-04-29,1818,Sport,Rolki,4106.96,4,16427.84,Karta,Mazowieckie
2711,2024-02-03,4098,Elektronika,Monitor,4333.84,4,17335.36,Przelew,Śląskie
2712,2025-06-14,1935,Elektronika,Monitor,4548.61,1,4548.61,BLIK,Mazowieckie
2713,2024-08-28,2467,Sport,Rakieta tenisowa,795.27,1,795.27,PayPal,Lubelskie
2714,2024-02-26,4875,Moda,Koszulka,4704.37,3,14113.11,BLIK,Podkarpackie
2715,2024-09-23,2253,Elektronika,Smartfon,3004.47,1,3004.47,Przelew,Dolnośląskie
2716,2023-11-27,1739,Moda,Buty,2822.72,4,11290.88,Przelew,Lubuskie
2717,2024-05-26,4287,Książki,Komiks,3615.11,1,3615.11,Przelew,Pomorskie
2718,2024-07-31,2219,Elektronika,Smartfon,2032.07,2,4064.14,PayPal,Zachodniopomorskie
2719,2023-03-06,3993,Elektronika,Słuchawki,2066.98,4,8267.92,BLIK,Zachodniopomorskie
2720,2023-02-10,2184,Moda,Kurtka,915.63,4,3662.52,PayPal,Warmińsko-Mazurskie
2721,2024-05-01,3782,Moda,Buty,4227.8,1,4227.8,BLIK,Warmińsko-Mazurskie
2722,2023-06-27,1166,Sport,Rower,1345.82,2,2691.64,PayPal,Zachodniopomorskie
2723,2023-01-20,4772,AGD,Zmywarka,4660.28,2,9320.56,Przelew,Mazowieckie
2724,2025-05-14,3740,Książki,Komiks,2429.63,3,7288.89,BLIK,Warmińsko-Mazurskie
2725,2025-02-20,1523,Elektronika,Słuchawki,4319.25,2,8638.5,Przelew,Lubelskie
2726,2024-01-15,3210,Książki,Podręcznik,1244.22,1,1244.22,PayPal,Warmińsko-Mazurskie
2727,2025-08-05,2146,Książki,Powieść,4608.56,4,18434.24,BLIK,Opolskie
2728,2023-11-19,4049,Sport,Rolki,2965.81,4,11863.24,BLIK,Lubuskie
2729,2023-10-27,4470,Elektronika,Smartfon,3616.33,1,3616.33,BLIK,Zachodniopomorskie
2730,2023-09-20,4832,Sport,Rower,1435.0,3,4305.0,PayPal,Opolskie
2731,2022-09-25,2954,Moda,Koszulka,3613.72,2,7227.44,BLIK,Opolskie
2732,2023-06-20,4867,Moda,Buty,3990.35,3,11971.05,BLIK,Lubelskie
2733,2024-02-21,1762,Moda,Czapka,627.99,1,627.99,Przelew,Zachodniopomorskie
2734,2025-03-07,1203,Elektronika,Monitor,3565.17,2,7130.34,Karta,Zachodniopomorskie
2735,2024-08-21,1360,Elektronika,Słuchawki,4520.65,4,18082.6,Karta,Warmińsko-Mazurskie
2736,2023-07-23,1656,AGD,Zmywarka,4061.04,2,8122.08,PayPal,Podlaskie
2737,2024-06-17,1927,Moda,Buty,1968.86,3,5906.58,Przelew,Małopolskie
2738,2023-01-19,4009,Elektronika,Tablet,4655.6,3,13966.8,Przelew,Dolnośląskie
2739,2023-02-06,4927,Książki,Poradnik,435.69,3,1307.07,Przelew,Lubelskie
2740,2025-04-22,3925,Książki,Powieść,949.09,1,949.09,BLIK,Świętokrzyskie
2741,2022-11-15,1622,Sport,Piłka,571.31,1,571.31,Karta,Podkarpackie
2742,2024-09-03,3355,AGD,Zmywarka,3290.15,1,3290.15,BLIK,Podlaskie
2743,2025-03-17,1931,Książki,Komiks,1640.44,1,1640.44,Przelew,Pomorskie
2744,2025-07-19,2971,Książki,Podręcznik,3074.15,4,12296.6,PayPal,Śląskie
2745,2023-01-29,4198,Sport,Rolki,4677.55,1,4677.55,BLIK,Opolskie
2746,2025-07-26,1165,Elektronika,Tablet,3072.94,2,6145.88,BLIK,Opolskie
2747,2025-01-22,1836,Książki,Komiks,1008.06,2,2016.12,BLIK,Łódzkie
2748,2024-12-07,4859,Książki,Komiks,621.02,1,621.02,Przelew,Podkarpackie
2749,2024-03-17,1050,Książki,Podręcznik,1959.97,1,1959.97,Przelew,Świętokrzyskie
2750,2023-03-08,4333,AGD,Odkurzacz,3461.55,2,6923.1,Karta,Mazowieckie
2751,2023-07-08,2970,Książki,Podręcznik,2466.37,1,2466.37,BLIK,Mazowieckie
2752,2024-03-31,4970,Książki,Poradnik,1920.91,4,7683.64,BLIK,Kujawsko-Pomorskie
2753,2025-02-19,3233,Elektronika,Smartfon,3487.39,1,3487.39,PayPal,Lubelskie
2754,2024-07-12,2306,AGD,Zmywarka,1631.84,2,3263.68,BLIK,Pomorskie
2755,2023-10-28,1976,Książki,Komiks,520.92,4,2083.68,Karta,Pomorskie
2756,2024-09-11,4278,AGD,Kuchenka,909.47,2,1818.94,PayPal,Mazowieckie
2757,2025-01-17,2007,AGD,Lodówka,751.3,3,2253.9,Karta,Świętokrzyskie
2758,2022-10-18,2005,Sport,Rolki,4667.63,4,18670.52,BLIK,Lubelskie
2759,2024-06-30,1953,Moda,Kurtka,1889.98,3,5669.94,Przelew,Lubuskie
2760,2024-04-05,2791,Książki,Poradnik,1879.06,3,5637.18,PayPal,Podkarpackie
2761,2025-06-21,1154,AGD,Kuchenka,4595.88,2,9191.76,Przelew,Zachodniopomorskie
2762,2024-05-22,3632,Sport,Rower,1214.26,3,3642.78,PayPal,Warmińsko-Mazurskie
2763,2024-11-20,3868,AGD,Mikser,4784.85,3,14354.55,Przelew,Małopolskie
2764,2023-10-26,4163,Sport,Piłka,4016.04,3,12048.12,Karta,Śląskie
2765,2025-05-06,4574,AGD,Odkurzacz,604.01,1,604.01,BLIK,Lubelskie
2766,2023-06-26,3522,Książki,Podręcznik,2610.05,3,7830.15,PayPal,Dolnośląskie
2767,2024-07-09,4970,Sport,Rakieta tenisowa,3654.96,1,3654.96,Przelew,Łódzkie
2768,2024-12-29,1672,AGD,Odkurzacz,4412.3,1,4412.3,BLIK,Lubuskie
2769,2023-05-02,1211,Sport,Hantle,2186.36,1,2186.36,PayPal,Mazowieckie
2770,2024-02-11,1097,Moda,Spodnie,1494.55,4,5978.2,BLIK,Kujawsko-Pomorskie
2771,2024-06-25,2150,Sport,Piłka,587.41,2,1174.82,BLIK,Kujawsko-Pomorskie
2772,2022-11-29,2481,Moda,Buty,517.43,1,517.43,BLIK,Łódzkie
2773,2023-02-14,3737,Sport,Rolki,2138.17,4,8552.68,Karta,Lubuskie
2774,2025-03-16,4598,AGD,Kuchenka,74.61,1,74.61,Przelew,Świętokrzyskie
2775,2023-03-15,2560,Moda,Koszulka,4322.06,1,4322.06,PayPal,Podlaskie
2776,2024-05-01,2203,Elektronika,Laptop,3935.82,2,7871.64,Karta,Lubuskie
2777,2024-01-11,1829,Elektronika,Laptop,2023.32,1,2023.32,BLIK,Śląskie
2778,2024-07-09,1549,AGD,Kuchenka,1891.9,3,5675.7,BLIK,Warmińsko-Mazurskie
2779,2024-07-09,3100,Książki,Podręcznik,1083.04,2,2166.08,BLIK,Świętokrzyskie
2780,2023-08-21,3899,Sport,Rolki,2013.96,4,8055.84,Przelew,Opolskie
2781,2023-12-16,2142,Sport,Piłka,2271.47,4,9085.88,Przelew,Lubuskie
2782,2023-09-11,4639,Moda,Buty,3296.6,2,6593.2,Przelew,Pomorskie
2783,2024-10-18,2755,Sport,Rower,2660.36,2,5320.72,Karta,Warmińsko-Mazurskie
2784,2022-12-11,4086,Sport,Piłka,3414.74,4,13658.96,PayPal,Kujawsko-Pomorskie
2785,2025-01-07,2612,AGD,Zmywarka,3483.61,1,3483.61,PayPal,Opolskie
2786,2025-04-12,1532,Książki,Album,175.98,4,703.92,PayPal,Lubuskie
2787,2023-07-03,4511,Elektronika,Tablet,620.41,3,1861.23,Karta,Podlaskie
2788,2024-08-01,4687,Sport,Piłka,2273.12,1,2273.12,PayPal,Pomorskie
2789,2025-03-12,3902,Moda,Kurtka,322.63,3,967.89,BLIK,Warmińsko-Mazurskie
2790,2023-06-08,2280,AGD,Zmywarka,4419.26,1,4419.26,Karta,Lubelskie
2791,2025-02-19,2413,Książki,Album,3172.0,4,12688.0,BLIK,Mazowieckie
2792,2023-09-29,1797,Książki,Powieść,281.25,1,281.25,Przelew,Małopolskie
2793,2024-06-05,1487,AGD,Kuchenka,345.04,3,1035.12,BLIK,Kujawsko-Pomorskie
2794,2023-09-02,3227,Sport,Rower,50.52,3,151.56,PayPal,Śląskie
2795,2023-12-05,3146,Moda,Buty,4165.02,2,8330.04,Karta,Podkarpackie
2796,2025-04-21,2283,Elektronika,Laptop,793.46,2,1586.92,PayPal,Zachodniopomorskie
2797,2024-06-28,2602,Moda,Koszulka,4872.1,2,9744.2,PayPal,Podkarpackie
2798,2024-04-20,1111,Moda,Spodnie,1198.45,2,2396.9,Przelew,Opolskie
2799,2024-11-01,3190,Elektronika,Laptop,4973.6,1,4973.6,PayPal,Pomorskie
2800,2024-09-16,4348,AGD,Kuchenka,2085.37,4,8341.48,Karta,Kujawsko-Pomorskie
2801,2022-12-23,2054,AGD,Kuchenka,4886.37,2,9772.74,BLIK,Małopolskie
2802,2025-06-01,3603,AGD,Kuchenka,2753.71,2,5507.42,BLIK,Podlaskie
2803,2024-05-28,1128,Moda,Koszulka,3405.11,1,3405.11,PayPal,Lubelskie
2804,2025-06-17,3402,Elektronika,Smartfon,230.96,1,230.96,PayPal,Pomorskie
2805,2022-09-12,1259,Sport,Rower,3179.51,1,3179.51,Przelew,Opolskie
2806,2022-09-25,3279,Sport,Piłka,4768.79,4,19075.16,Karta,Lubuskie
2807,2023-07-22,3175,Elektronika,Smartfon,2811.4,2,5622.8,BLIK,Pomorskie
2808,2023-11-02,3626,Moda,Czapka,2048.53,3,6145.59,BLIK,Lubelskie
2809,2024-02-18,2083,Moda,Buty,2942.04,3,8826.12,Przelew,Opolskie
2810,2025-08-19,2817,Sport,Rakieta tenisowa,1393.13,4,5572.52,Przelew,Zachodniopomorskie
2811,2025-01-21,1270,Sport,Piłka,1820.99,2,3641.98,Przelew,Lubelskie
2812,2022-08-23,4024,AGD,Kuchenka,2543.31,1,2543.31,PayPal,Kujawsko-Pomorskie
2813,2023-06-17,1508,Elektronika,Laptop,2730.3,4,10921.2,Przelew,Warmińsko-Mazurskie
2814,2023-08-15,2863,Moda,Spodnie,3274.73,2,6549.46,PayPal,Łódzkie
2815,2024-07-31,2277,Sport,Rower,864.91,4,3459.64,Przelew,Świętokrzyskie
2816,2025-08-09,3652,Książki,Poradnik,1804.04,2,3608.08,PayPal,Lubelskie
2817,2024-11-12,3252,Elektronika,Monitor,1279.94,4,5119.76,Przelew,Lubuskie
2818,2022-08-28,2896,AGD,Zmywarka,657.53,2,1315.06,Karta,Dolnośląskie
2819,2025-06-15,4777,Książki,Poradnik,1773.65,2,3547.3,PayPal,Lubelskie
2820,2024-08-02,1128,Książki,Powieść,3568.64,2,7137.28,Przelew,Lubelskie
2821,2024-12-14,1368,AGD,Odkurzacz,4848.27,1,4848.27,Karta,Świętokrzyskie
2822,2023-06-17,2600,Książki,Komiks,474.43,4,1897.72,PayPal,Podlaskie
2823,2023-01-23,2673,Książki,Album,1667.92,4,6671.68,PayPal,Łódzkie
2824,2023-07-06,4400,AGD,Lodówka,3467.83,3,10403.49,Przelew,Mazowieckie
2825,2023-06-17,2814,Sport,Rower,4336.6,4,17346.4,PayPal,Łódzkie
2826,2023-03-31,1129,Książki,Komiks,2878.09,2,5756.18,Karta,Warmińsko-Mazurskie
2827,2023-01-31,4986,Elektronika,Monitor,4690.33,1,4690.33,PayPal,Opolskie
2828,2025-02-15,4951,Książki,Podręcznik,1423.49,3,4270.47,BLIK,Opolskie
2829,2025-07-25,2023,Sport,Rower,4722.77,1,4722.77,Przelew,Mazowieckie
2830,2025-04-19,2758,AGD,Kuchenka,1515.94,1,1515.94,BLIK,Podlaskie
2831,2025-03-08,2925,Moda,Buty,914.05,4,3656.2,PayPal,Warmińsko-Mazurskie
2832,2022-10-17,4943,Sport,Piłka,2697.49,4,10789.96,Przelew,Śląskie
2833,2023-05-26,4438,Moda,Koszulka,1607.62,1,1607.62,BLIK,Podlaskie
2834,2023-12-07,1477,Moda,Kurtka,2949.8,2,5899.6,Przelew,Opolskie
2835,2024-10-14,1381,Książki,Poradnik,3634.75,1,3634.75,Karta,Dolnośląskie
2836,2023-08-07,2860,Książki,Poradnik,2107.62,1,2107.62,PayPal,Świętokrzyskie
2837,2022-12-08,3940,Elektronika,Smartfon,4342.46,1,4342.46,Karta,Zachodniopomorskie
2838,2023-05-05,2454,Elektronika,Tablet,1983.83,2,3967.66,BLIK,Opolskie
2839,2024-12-26,3731,AGD,Mikser,1839.58,3,5518.74,Karta,Lubelskie
2840,2023-04-30,3273,Elektronika,Smartfon,1596.21,3,4788.63,Karta,Śląskie
2841,2023-07-09,2648,AGD,Zmywarka,1794.84,1,1794.84,PayPal,Lubelskie
2842,2022-12-01,2075,Elektronika,Laptop,1173.87,3,3521.61,BLIK,Świętokrzyskie
2843,2024-09-23,2112,AGD,Zmywarka,445.73,3,1337.19,Karta,Kujawsko-Pomorskie
2844,2024-04-07,4066,Sport,Rower,180.43,2,360.86,PayPal,Kujawsko-Pomorskie
2845,2024-03-31,2179,AGD,Lodówka,3812.48,4,15249.92,Karta,Dolnośląskie
2846,2024-06-15,3203,Moda,Spodnie,4356.75,1,4356.75,PayPal,Śląskie
2847,2024-05-22,1395,Elektronika,Monitor,2860.47,2,5720.94,BLIK,Łódzkie
2848,2022-10-15,3589,Sport,Rakieta tenisowa,2173.09,2,4346.18,Karta,Opolskie
2849,2024-01-23,4216,Moda,Spodnie,4663.83,1,4663.83,Karta,Podkarpackie
2850,2024-07-02,3748,Moda,Kurtka,4812.14,1,4812.14,Przelew,Świętokrzyskie
2851,2022-12-01,1230,Elektronika,Laptop,3634.28,3,10902.84,BLIK,Zachodniopomorskie
2852,2022-09-26,3375,Elektronika,Tablet,2548.09,4,10192.36,Przelew,Opolskie
2853,2022-12-28,4813,Moda,Kurtka,4183.31,3,12549.93,BLIK,Dolnośląskie
2854,2023-05-18,3354,Sport,Piłka,3738.92,3,11216.76,PayPal,Małopolskie
2855,2023-01-18,1098,Elektronika,Monitor,2914.3,3,8742.9,Przelew,Opolskie
2856,2024-02-03,4421,Książki,Komiks,4794.76,2,9589.52,PayPal,Małopolskie
2857,2023-09-11,3633,Elektronika,Laptop,4253.96,3,12761.88,BLIK,Podkarpackie
2858,2023-08-11,4066,Sport,Rakieta tenisowa,4509.33,2,9018.66,Karta,Zachodniopomorskie
2859,2022-11-02,2101,Elektronika,Laptop,2247.51,4,8990.04,Karta,Świętokrzyskie
2860,2023-08-05,2265,Książki,Poradnik,3742.51,2,7485.02,Przelew,Dolnośląskie
2861,2024-06-27,4452,AGD,Lodówka,330.88,1,330.88,PayPal,Mazowieckie
2862,2025-06-28,2335,Moda,Czapka,2859.11,1,2859.11,BLIK,Lubelskie
2863,2024-09-21,2325,Elektronika,Słuchawki,1188.42,2,2376.84,PayPal,Podkarpackie
2864,2023-03-24,3260,Moda,Czapka,4660.88,4,18643.52,Karta,Lubuskie
2865,2024-07-19,4417,Książki,Podręcznik,3188.99,2,6377.98,PayPal,Śląskie
2866,2024-02-09,3705,Moda,Koszulka,2408.57,1,2408.57,PayPal,Kujawsko-Pomorskie
2867,2024-10-09,4068,Moda,Koszulka,3375.34,2,6750.68,BLIK,Podkarpackie
2868,2024-11-28,4112,Moda,Buty,2865.76,3,8597.28,Przelew,Małopolskie
2869,2024-11-14,4776,Książki,Poradnik,2559.27,1,2559.27,Karta,Zachodniopomorskie
2870,2023-09-06,3856,Moda,Czapka,4284.74,1,4284.74,BLIK,Lubelskie
2871,2025-08-20,2191,Książki,Komiks,4167.62,2,8335.24,Karta,Kujawsko-Pomorskie
2872,2022-10-16,4090,Sport,Rower,4123.67,1,4123.67,BLIK,Mazowieckie
2873,2024-06-05,2996,Sport,Rower,3341.51,2,6683.02,Przelew,Opolskie
2874,2023-06-26,1120,Książki,Album,529.96,3,1589.88,BLIK,Podkarpackie
2875,2023-09-28,4185,Książki,Komiks,4365.73,4,17462.92,Przelew,Podlaskie
2876,2023-10-01,4283,Książki,Podręcznik,1793.71,2,3587.42,PayPal,Zachodniopomorskie
2877,2025-07-23,2910,Książki,Komiks,4065.76,1,4065.76,Karta,Podlaskie
2878,2023-05-15,3224,Sport,Rower,107.48,2,214.96,PayPal,Podlaskie
